column,kind,missing_rate,flag_high_missing,flag_near_constant,corr,auc,rank_metric,cramers_v,fraud_rate_spread
V18,numeric,0.1288193856470349,False,False,0.1825498981655114,0.6263397338852408,0.6263397338852408,,
V17,numeric,0.1288193856470349,False,False,0.18267262266154996,0.6262214727874421,0.6262214727874421,,
V85,numeric,0.15098723202492634,False,False,0.16883986941250506,0.6260020237306458,0.6260020237306458,,
V42,numeric,0.2861262573238053,False,False,0.1894282827316195,0.6252189819058087,0.6252189819058087,,
V84,numeric,0.15098723202492634,False,False,0.16911015898484263,0.6250067581855576,0.6250067581855576,,
V22,numeric,0.1288193856470349,False,False,0.15881448337431622,0.6241119435524659,0.6241119435524659,,
V21,numeric,0.1288193856470349,False,False,0.16598476139524257,0.6240949640413082,0.6240949640413082,,
V229,numeric,0.7791343516103905,False,False,0.13722545964943775,0.622702055142682,0.622702055142682,,
D10,numeric,0.1287330240119213,False,False,-0.07200190861826174,0.6224765065739852,0.6224765065739852,,
V73,numeric,0.13055169844549055,False,False,0.17387006465051627,0.621417904412034,0.621417904412034,,
V167,numeric,0.763553696616656,False,False,-0.012853528116773014,0.6213648938414862,0.6213648938414862,,
V202,numeric,0.763553696616656,False,False,-0.01802750952830989,0.6207303626137721,0.6207303626137721,,
V257,numeric,0.7791343516103905,False,False,0.38305975102060336,0.6194932604746229,0.6194932604746229,,
V232,numeric,0.7791343516103905,False,False,0.05460188594943609,0.6189524969285396,0.6189524969285396,,
V274,numeric,0.7791343516103905,False,False,0.015517783327583072,0.6187483797062208,0.6187483797062208,,
D3,numeric,0.44514850814508755,False,False,-0.046271381348850976,0.6182337103754716,0.6182337103754716,,
V171,numeric,0.7632353439225116,False,False,0.21650849435378494,0.617438135949161,0.617438135949161,,
V58,numeric,0.13055169844549055,False,False,0.1730653108999259,0.6160024783669505,0.6160024783669505,,
V230,numeric,0.7791343516103905,False,False,0.23173981248706352,0.6159163974936244,0.6159163974936244,,
C13,numeric,0.0,False,False,-0.011145752229048362,0.6155061021792905,0.6155061021792905,,
D15,numeric,0.1509008703898127,False,False,-0.07751940067231508,0.6153960468544493,0.6153960468544493,,
V57,numeric,0.13055169844549055,False,False,0.16888690850682317,0.614714680574202,0.614714680574202,,
V233,numeric,0.7791343516103905,False,False,0.04622615846500285,0.6141638427785957,0.6141638427785957,,
V275,numeric,0.7791343516103905,False,False,0.017120068865326486,0.6139404462444704,0.6139404462444704,,
V48,numeric,0.2861262573238053,False,False,-0.11578587857757704,0.6132217810888778,0.6132217810888778,,
C1,numeric,0.0,False,False,0.0305697596512405,0.6131052317846494,0.6131052317846494,,
V49,numeric,0.2861262573238053,False,False,-0.1109200910845349,0.6130640153248823,0.6130640153248823,,
